,단어,빈도
11984,아니었지만,1
11985,아니에요,1
11986,아니죠,1
11987,아니지만,2
11988,아닌가라는,1
11989,아닌데,1
11990,아닌데도,1
11991,아닐,2
11992,아닐까,3
11993,아닙니까,2
11994,아닙니다,5
11995,아동,1
11996,아동들을,1
11997,아동들의,1
11998,아동발달센터에,1
11999,아동을,3
12000,아동의,1
12001,아들로,1
12002,아들을,1
12003,아랍에미리트,1
12004,아래,6
12005,아래로,1
12006,아래를,1
12007,아래에,1
12008,아래에서,1
12009,아래쪽,1
12010,아레나,1
12011,아레나캐스트,1
12012,아레나캐스트는,2
12013,아르바이트,3
12014,아르바이트를,1
12015,아르테미스,1
12016,아리안,2
12017,아마,1
12018,아마도,1
12019,아마존,1
12020,아마존웹서비스에,1
12021,아멜리부,1
12022,아모레퍼시픽의,1
12023,아무래도,5
12024,아무리,3
12025,아밀로이드,1
12026,아바타,1
12027,아버,1
12028,아버지,1
12029,아버지인,1
12030,아사히,2
12031,아산,1
12032,아쉬운,5
12033,아쉬움도,1
12034,아쉬움을,2
12035,아쉬움이,1
12036,아쉬웠어요,1
12037,아쉽게,1
12038,아쉽게도,1
12039,아쉽기,1
12040,아쉽다,1
12041,아스트로,1
12042,아스퍼,1
12043,아시,1
12044,아시아,4
12045,아시아경제,6
12046,아시아에서,1
12047,아시아태평양경제협력체,1
12048,아시히,1
12049,아야코,1
12050,아예,5
12051,아우르는,3
12052,아웃링크도,1
12053,아웃링크를,2
12054,아이가,1
12055,아이뉴스,14
12056,아이돌,1
12057,아이돌라이브,1
12058,아이들나라,1
12059,아이들에게,1
12060,아이들의,2
12061,아이들이,3
12062,아이디,4
12063,아이디어,4
12064,아이디어도,1
12065,아이디어를,2
12066,아이디와,3
12067,아이러니하게도,1
12068,아이리스,1
12069,아이스,3
12070,아이스유니버스,1
12071,아이스유니버스는,4
12072,아이스유니버스도,1
12073,아이스유니버스에,1
12074,아이스유니버스의,1
12075,아이아스,1
12076,아이언맨,1
12077,아이오닉,1
12078,아이치이,5
12079,아이콘,1
12080,아이템,5
12081,아이템도,1
12082,아이템들은,1
12083,아이템을,5
12084,아이템이,3
12085,아이티센그룹,1
12086,아이패드,1
12087,아이폰,2
12088,아이폰용,7
12089,아이폰용도,1
12090,아이폰의,1
12091,아일랜드,1
12092,아주,4
12093,아직,20
12094,아직까지,1
12095,아직까지는,1
12096,아직도,2
12097,아직은,3
12098,아침,12
12099,아침에,14
12100,아침으로,1
12101,아침의,2
12102,아카이브,1
12103,아케이드,1
12104,아키요시,2
12105,아키텍처,1
12106,아키텍처의,1
12107,아트,13
12108,아트의,1
12109,아트테크,1
12110,아트테크라는,1
12111,아트테크에,1
12112,아티스트,3
12113,아티스트가,2
12114,아티스트들의,1
12115,아티스트를,1
12116,아티스트에,1
12117,아티스트의,2
12118,아티팩트,1
12119,아티팩트로,1
12120,아티팩트의,1
12121,아파트,12
12122,아파트로,2
12123,아폴로,2
12124,아프리카,17
12125,악당을,1
12126,악마,1
12127,악성코드,1
12128,악수,1
12129,악수만,1
12130,악수하고,1
12131,악순환을,1
12132,악업을,1
12133,악영향을,1
12134,악재로,2
12135,악천후,1
12136,악천후와,1
12137,악화,3
12138,악화됐기,1
12139,악화될,1
12140,악화로,5
12141,악화하면,1
12142,악화한,1
12143,안겨준,1
12144,안겼으며,1
12145,안경,1
12146,안경애기자,3
12147,안경을,2
12148,안고,1
12149,안과,2
12150,안과학회,1
12151,안구,1
12152,안기현,1
12153,안내,1
12154,안내하거나,1
12155,안내하기도,1
12156,안내하는,1
12157,안내하며,1
12158,안내할,2
12159,안내했다,2
12160,안녕하십니까,1
12161,안됐다,1
12162,안됐을까요,1
12163,안되는,1
12164,안되면,1
12165,안된겁니다,1
12166,안된다는,1
12167,안될지,1
12168,안드로이드,2
12169,안드로이드만,1
12170,안드로이드와,1
12171,안드로이드용,1
12172,안랩,4
12173,안목을,2
12174,안배,1
12175,안보,2
12176,안보에,1
12177,안보적,1
12178,안부,1
12179,안상일,1
12180,안수민기자,2
12181,안심하고,1
12182,안심할,1
12183,안암병원,6
12184,안암병원장례식장,1
12185,안에,13
12186,안에서,4
12187,안의,2
12188,안이,1
12189,안장될,3
12190,안재우,1
12191,안전,21
12192,안전과,1
12193,안전관제플랫폼,1
12194,안전문제,1
12195,안전분야,1
12196,안전사업,1
12197,안전상의,2
12198,안전성,8
12199,안전성과,3
12200,안전성을,6
12201,안전에,4
12202,안전을,4
12203,안전이,5
12204,안전자산으로,1
12205,안전장치,1
12206,안전플랜트를,1
12207,안전하게,7
12208,안전하고,1
12209,안전하며,1
12210,안전한,6
12211,안전함,1
12212,안전확보가,2
12213,안정,1
12214,안정성,1
12215,안정성과,4
12216,안정성까지,1
12217,안정성을,2
12218,안정시키는,1
12219,안정을,1
12220,안정이,1
12221,안정적,1
12222,안정적으로,7
12223,안정적이고,1
12224,안정적인,6
12225,안정화를,2
12226,안정화와,1
12227,안쪽,1
12228,안쪽에,1
12229,안착,1
12230,안착에는,1
12231,안착은,1
12232,안착을,1
12233,안착한다면,1
12234,안타깝게도,1
12235,안타깝습니다,1
12236,안팎에선,1
12237,안팎으로,3
12238,안팎의,1
12239,안팎이다,1
12240,안팎이지만,1
12241,앉고,1
12242,앉았지만,1
12243,않거나,1
12244,않거든요,1
12245,않게,2
12246,않겠다,1
12247,않겠다고,1
12248,않겠습니까,1
12249,않겠지만,1
12250,않기,5
12251,않기도,1
12252,않기로,1
12253,않느냐,1
12254,않는다고,1
12255,않는다는,2
12256,않는다면,4
12257,않는지,1
12258,않다,10
12259,않다가,1
12260,않다는,3
12261,않다보니,1
12262,않더라도,1
12263,않던,1
12264,않도록,14
12265,않습니다,6
12266,않아,10
12267,않아도,5
12268,않아서,3
12269,않아서인데,1
12270,않아야,2
12271,않아왔기,1
12272,않아요,1
12273,않았겠지요,1
12274,않았기,3
12275,않았나,2
12276,않았다,16
12277,않았다가,1
12278,않았다는,1
12279,않았더라도,1
12280,않았던,3
12281,않았습니까,1
12282,않았습니다,2
12283,않았었다,1
12284,않았으나,1
12285,않았음을,2
12286,않으니,1
12287,않으며,2
12288,않으면,16
12289,않으므로,1
12290,않을,14
12291,않을까,2
12292,않을까요,1
12293,않지만,6
12294,알,18
12295,알고리즘,3
12296,알고리즘과,1
12297,알고리즘을,3
12298,알뜰폰,2
12299,알람,1
12300,알려져,1
12301,알려졌는데,1
12302,알려졌다,13
12303,알려졌습니다,1
12304,알려졌지만,1
12305,알려주거나,3
12306,알려주는,3
12307,알려줍니다,1
12308,알려지면서,1
12309,알려지지,2
12310,알려진,6
12311,알렸다,5
12312,알렸던,1
12313,알렸습니다,1
12314,알렸했다,1
12315,알리고,1
12316,알리는,1
12317,알리며,1
12318,알리지,1
12319,알리페이,1
12320,알리페이가,1
12321,알리페이는,5
12322,알리페이와,1
12323,알리페이의,2
12324,알린,3
12325,알릴,1
12326,알림,1
12327,알림이,1
12328,알맞게,1
12329,알면,1
12330,알바,2
12331,알바를,1
12332,알아내는,1
12333,알아보겠습니다,1
12334,알아보는,1
12335,알아볼,1
12336,알아봅니다,1
12337,알았다,1
12338,알츠하이머,4
12339,알츠하이머의,1
12340,알토스벤쳐스,1
12341,알토스벤쳐스를,1
12342,알파,1
12343,앓고,1
12344,앓는,1
12345,암,6
12346,암과,1
12347,암묵적,1
12348,암묵적으로,4
12349,암부를,1
12350,암석,1
12351,암세포,1
12352,암에서,1
12353,암울하고,1
12354,암울한,1
12355,암젠과,1
12356,암호,2
12357,암호기술을,1
12358,암호화,7
12359,암호화폐,22
12360,암호화폐가,1
12361,암호화폐로도,1
12362,암호화폐를,2
12363,암호화폐의,1
12364,암호화폐인,1
12365,암호화해,1
12366,암흑,1
12367,암흑기,1
12368,암흑기에,1
12369,압도적인,1
12370,압둘라,1
12371,압박,1
12372,앞다퉈,1
12373,앞당겨졌다,1
12374,앞두고,26
12375,앞둔,13
12376,앞서,32
12377,앞서의,1
12378,앞선,1
12379,앞세운,1
12380,앞세워,1
12381,앞에,5
12382,앞으로,23
12383,앞으로는,1
12384,앞으로도,9
12385,앞으로의,3
12386,앞지른다,1
12387,애그,1
12388,애너,1
12389,애널리스트,32
12390,애널리스트가,2
12391,애널리스트는,3
12392,애널리스트들이,1
12393,애널리스트라는,2
12394,애널리스트로,1
12395,애널리스트로서,1
12396,애널리스트에게서,1
12397,애널리스트와,1
12398,애널리스트입니다,1
12399,애널리틱스,1
12400,애니스톤과,1
12401,애니온넷에서,1
12402,애니온넷의,2
12403,애니웨어,3
12404,애당초,1
12405,애로사항,1
12406,애로사항은,2
12407,애로사항이,1
12408,애로상황신고센터를,1
12409,애로점이,1
12410,애를,1
12411,애브서틴,1
12412,애브서틴은,2
12413,애썼다,1
12414,애저를,1
12415,애초,3
12416,애초에,1
12417,애플,7
12418,애플과,1
12419,애플리케이션,5
12420,애플리케이션에,2
12421,애플리케이션을,7
12422,애플리케이션의,1
12423,애플리케이션이,2
12424,애플리케이션이다,1
12425,애플워치,1
12426,애플은,2
12427,애플이,3
12428,액면분할을,2
12429,액셀러레이터,1
12430,액수가,1
12431,액정표시장치,1
12432,액체산소,1
12433,액체산소가,1
12434,액체산소를,1
12435,액티브,1
12436,액화석유가스,1
12437,앤,1
12438,앤시블,2
12439,앤틀러,1
12440,앰배서더,1
12441,앱,26
12442,앱과,2
12443,앱도,1
12444,앱들도,1
12445,앱들에,1
12446,앱들은,4
12447,앱마켓,3
12448,앱마켓이다,1
12449,앱스토어를,1
12450,앱스토어에,2
12451,앱스토어에서,1
12452,앱시장에서,1
12453,앱에,8
12454,앱에도,1
12455,앱에서,3
12456,앱에서는,1
12457,앱에선,1
12458,앱으로,2
12459,앱은,1
12460,앱을,12
12461,앱의,6
12462,앱이,2
12463,앵커멘트,2
12464,야간,1
12465,야구,3
12466,야구공,1
12467,야구를,1
12468,야기한,1
12469,야기했다,1
12470,야놀자클라우드,1
12471,야놀자클라우드는,1
12472,야놀자클라우드와,1
12473,야심차게,1
12474,야외,1
12475,야외로,1
12476,야적,1
12477,야적하는,1
12478,약간의,2
12479,약관,2
12480,약관에,1
12481,약관은,1
12482,약동학에,1
12483,약동학적,3
12484,약물까지,1
12485,약물에,1
12486,약물을,1
12487,약물의,1
12488,약세와,1
12489,약속드린다,1
12490,약속을,1
12491,약속하면서,1
12492,약의,1
12493,약자에게,1
12494,약점으로,2
12495,약점을,1
12496,약점인,1
12497,약정,3
12498,약정기간,1
12499,약하게,2
12500,약하고,1
12501,약한,2
12502,약해져,1
12503,약해지고,1
12504,약해지면서,1
12505,약해진다는,1
12506,약화를,1
12507,약효,1
12508,얇게,1
12509,얇고,2
12510,얇다,1
12511,얇아,1
12512,양,3
12513,양국,4
12514,양국은,1
12515,양국의,1
12516,양대일,1
12517,양도,1
12518,양만큼,1
12519,양분하고,1
12520,양사,2
12521,양사가,1
12522,양사는,4
12523,양산,2
12524,양산사송,1
12525,양성,7
12526,양성과,1
12527,양성에,2
12528,양성은,1
12529,양성을,1
12530,양성이,1
12531,양성하는,2
12532,양성할,1
12533,양식을,1
12534,양옆에,1
12535,양옆이,1
12536,양을,2
12537,양의,6
12538,양이,2
12539,양일간,1
12540,양자기술,1
12541,양자암호,5
12542,양자암호통신,3
12543,양자암호통신망,6
12544,양자암호통신장비,2
12545,양자의,1
12546,양자키관리,1
12547,양자키관리장비,4
12548,양자키관리장비는,1
12549,양자키관리장비에,1
12550,양자키를,2
12551,양자키분배,1
12552,양자키분배장비,5
12553,양자키분배장비가,1
12554,양자통신,2
12555,양자통신암호화,1
12556,양자통신암호화장비,4
12557,양재,4
12558,양재동,1
12559,양적으로,1
12560,양측의,4
12561,양현봉,1
12562,양호할,2
12563,양훼영,2
12564,양훼영입니다,1
12565,양희동,6
12566,얕다,1
12567,얕지,1
12568,얘기,1
12569,얘기가,2
12570,얘기다,5
12571,얘기도,1
12572,어긋난다,1
12573,어깨를,1
12574,어느날,2
12575,어느정도,2
12576,어느정도의,1
12577,어댑터를,1
12578,어두운,7
12579,어둡고,1
12580,어드벤처,1
12581,어디다,1
12582,어디서나,3
12583,어디서든,1
12584,어디에,3
12585,어디에나,1
12586,어디에도,1
12587,어때요,1
12588,어땠는지도,1
12589,어땠을까,1
12590,어떠세요,1
12591,어떨까요,1
12592,어떻게든,1
12593,어떻다고,1
12594,어떻습니까,4
12595,어려운,13
12596,어려울,8
12597,어려움,4
12598,어려움과,1
12599,어려움은,1
12600,어려움을,4
12601,어려움이,4
12602,어려워,8
12603,어려워서,2
12604,어려워졌다,1
12605,어려워졌다는,1
12606,어려웠거나,1
12607,어려웠기,2
12608,어려웠다,3
12609,어려웠던,1
12610,어려웠을,1
12611,어려웠지만,1
12612,어렵게,2
12613,어렵기,1
12614,어렵다,4
12615,어렵다고,6
12616,어렵다는,23
12617,어렵습니다,1
12618,어렵지만,2
12619,어르신,1
12620,어르신과,1
12621,어르신행복이음센터,1
12622,어린이날,1
12623,어린이들을,1
12624,어린이용부터,1
12625,어린이집,3
12626,어몽,5
12627,어벤져스,1
12628,어색하지,1
12629,어서,2
12630,어센틱,2
12631,어스,3
12632,어스는,1
12633,어스온,1
12634,어스의,1
12635,어시스턴트,1
12636,어시스턴트에,1
12637,어썰트,1
12638,어울리는,1
12639,어웨이크코퍼레이션,6
12640,어웨이크코퍼레이션은,1
12641,어제,2
12642,어제부터,1
12643,어지간히,1
12644,어쨌든,4
12645,어택,1
12646,어플,1
12647,어플리케이션,1
12648,어플을,1
12649,억,32
12650,억개가,1
12651,억개를,3
12652,억년,1
12653,억달러,4
12654,억달러였던,1
12655,억대,1
12656,억대가,1
12657,억원가량이다,1
12658,억원대로,1
12659,억원대이던,1
12660,억원에,4
12661,억원으로,7
12662,억원을,5
12663,억원의,5
12664,억원이,1
12665,억원이란,1
12666,억제하는,1
12667,언,1
12668,언급됐을,1
12669,언급하고,1
12670,언급하지,1
12671,언급했다,3
12672,언니들의,1
12673,언덕길을,1
12674,언뜻,1
12675,언론,3
12676,언론들이,1
12677,언론사인,1
12678,언론은,1
12679,언어,1
12680,언어가,1
12681,언어교육,1
12682,언어로,1
12683,언어발달,3
12684,언어와,1
12685,언어치료과와,2
12686,언어학습,2
12687,언제가,1
12688,언제든,3
12689,언제든지,2
12690,언제인지도,1
12691,언제쯤,4
12692,언팩,1
12693,얻게,1
12694,얻고,4
12695,얻기,1
12696,얻는,1
12697,얻어,1
12698,얻어진,1
12699,얻었다,3
12700,얻은,3
12701,얻을,13
12702,얼굴,1
12703,얼굴을,1
12704,얼굴이라든지,1
12705,얼어붙고,1
12706,얼어붙은,2
12707,얼음이,1
12708,엄격하게,1
12709,엄격히,2
12710,엄빌리칼,4
12711,엄빌리컬,12
12712,엄연한,1
12713,엄정,1
12714,엄청난,2
12715,업계,18
12716,업계가,1
12717,업계도,3
12718,업계를,1
12719,업계서,1
12720,업계에,13
12721,업계에서,3
12722,업계에서는,8
12723,업계에서도,1
12724,업계에선,2
12725,업계와,1
12726,업계의,9
12727,업계입니다,1
12728,업그레이드,5
12729,업그레이드가,1
12730,업그레이드됐다,1
12731,업그레이드되고,1
12732,업그레이드부터,1
12733,업그레이드와,2
12734,업그레이드하거나,1
12735,업그레이드해주는,1
12736,업그레이드했더니,1
12737,업데이트,19
12738,업데이트가,2
12739,업데이트는,1
12740,업데이트다,1
12741,업데이트로,1
12742,업데이트를,3
12743,업데이트에서,1
12744,업데이트에서는,1
12745,업데이트와,1
12746,업데이트의,1
12747,업데이트할,1
12748,업데이트해,1
12749,업력이,5
12750,업로드,1
12751,업로드를,1
12752,업로드한,2
12753,업로드할,1
12754,업무,9
12755,업무가,1
12756,업무로,1
12757,업무를,7
12758,업무에,1
12759,업무인데,1
12760,업무처리를,2
12761,업무협력에,1
12762,업무협약,1
12763,업무협약을,3
12764,업비트,5
12765,업비트는,4
12766,업비트에,1
12767,업스트림,1
12768,업적으로는,3
12769,업적을,1
12770,업체,10
12771,업체가,4
12772,업체도,1
12773,업체들의,3
12774,업체들이,2
12775,업체를,3
12776,업체에,1
12777,업체와,3
12778,업체의,2
12779,업체인,3
12780,없게,5
12781,없겠네요,1
12782,없겠습니다마는,1
12783,없겠지만,2
12784,없고,8
12785,없기,4
12786,없는지,2
12787,없는지를,1
12788,없다고,5
12789,없다는,5
12790,없다시피한,1
12791,없다해도,1
12792,없던,1
12793,없습니다,7
12794,없앤다,1
12795,없어,1
12796,없어도,1
12797,없어서,4
12798,없어선,1
12799,없어야,2
12800,없어요,2
12801,없었고,1
12802,없었나요,1
12803,없었다,5
12804,없었다는,1
12805,없었던,1
12806,없었으며,3
12807,없었지만,2
12808,없으며,1
12809,없으면,1
12810,없을,12
12811,없음,1
12812,없이는,1
12813,없지,1
12814,없지만,4
12815,엇갈렸다,1
12816,엇갈리는,1
12817,엇갈린,2
12818,었었던,1
12819,에너지,5
12820,에너지공학과,1
12821,에너지는,1
12822,에너지로,2
12823,에너지솔루션,1
12824,에너지에서,1
12825,에너지와,1
12826,에너지원료와,1
12827,에는,7
12828,에니아이,2
12829,에니아이가,1
12830,에니아이는,1
12831,에도,2
12832,에디션,3
12833,에디션으로,1
12834,에르고,1
12835,에르메스의,1
12836,에버랜드,6
12837,에버랜드를,1
12838,에버랜드에서,1
12839,에서도,1
12840,에서만,1
12841,에셋,5
12842,에셋에서,2
12843,에셋은,2
12844,에셋의,3
12845,에셋이,1
12846,에스디바이오센서,2
12847,에스디바이오센서와,1
12848,에스디바이오센서입니다,1
12849,에스엠과,1
12850,에스테이트가,1
12851,에스파,3
12852,에스페라,1
12853,에어컨,2
12854,에어컨은,1
12855,에어컨의,1
12856,에이미,1
12857,에이블게임즈,1
12858,에이블게임즈가,1
12859,에이수스,13
12860,에이수스의,1
12861,에인트호번에,3
12862,에지,2
12863,에지를,2
12864,에지의,1
12865,에코미니,2
12866,에코백,2
12867,에피소드를,1
12868,에픽,2
12869,에픽게임즈,1
12870,에픽세븐,4
12871,에픽세븐의,1
12872,엑소스,1
12873,엑소스히어로즈,1
12874,엑솔라,2
12875,엑스를,1
12876,엑스맨,1
12877,엑스박스,24
12878,엑스박스가,1
12879,엑스박스를,1
12880,엑스엘게임즈,2
12881,엑스포,2
12882,엔데믹,1
12883,엔드포인트,1
12884,엔미디어,1
12885,엔비디아,1
12886,엔씨소프트,4
12887,엔씨소프트가,3
12888,엔씨소프트는,3
12889,엔씨소프트도,1
12890,엔씨소프트의,3
12891,엔젤,3
12892,엔지니어가,1
12893,엔지니어들이,1
12894,엔지니어링,2
12895,엔지니어와,2
12896,엔지니어의,1
12897,엔진,8
12898,엔진보다,1
12899,엔진에서의,1
12900,엔진을,3
12901,엔진의,2
12902,엔진이,5
12903,엔터,1
12904,엔터의,1
12905,엔터테인먼트,7
12906,엔터테인먼트가,2
12907,엔터테인먼트는,1
12908,엔터테인먼트의,2
12909,엔터프라이즈,9
12910,엔픽셀,1
12911,엘,1
12912,엘러간의,1
12913,엘리슨은,1
12914,엘리시온과,2
12915,엘리트,2
12916,엘살바도르,1
12917,엣지,10
12918,엣지가,1
12919,엣지를,1
12920,엣지에서도,1
12921,엣지의,1
12922,여가문화,1
12923,여개,3
12924,여개국,1
12925,여개국에,2
12926,여객선,2
12927,여건으로,2
12928,여건을,2
12929,여건이,2
12930,여겨,1
12931,여겨졌던,1
12932,여겨집니다마는,1
12933,여기까지,2
12934,여기까지는,1
12935,여기는,1
12936,여기서,4
12937,여기어때,1
12938,여기에,10
12939,여기에는,1
12940,여기에서,1
12941,여기저기에,1
12942,여년,1
12943,여느,1
12944,여는,1
12945,여닫는,1
12946,여드레나,1
12947,여러,40
12948,여러가지,2
12949,여러분께,1
12950,여러분들의,1
12951,여러분을,1
12952,여론의,2
12953,여름,5
12954,여름이,1
12955,여름철,1
12956,여명,2
12957,여명을,2
12958,여부가,2
12959,여부는,1
12960,여부를,62
12961,여부에,10
12962,여부와,2
12963,여부입니다,1
12964,여섯번째,1
12965,여성,4
12966,여성가족부,1
12967,여성들로부터,1
12968,여성들을,1
12969,여성들의,1
12970,여성들이,1
12971,여성벤처협회,1
12972,여성을,1
12973,여성의,1
12974,여성이라면,1
12975,여성인력개발과장,1
12976,여수,2
12977,여수산단,2
12978,여수산단이,1
12979,여우,1
12980,여우를,1
12981,여의도,2
12982,여의도역으로,1
12983,여의치,3
12984,여자주인공들의,1
12985,여정을,2
12986,여제,1
12987,여제의,1
12988,여주연,1
12989,여주희,1
12990,여지가,2
12991,여타,2
12992,여파가,1
12993,여파로,1
12994,여파에,1
12995,여행,1
12996,여행을,1
12997,역대,1
12998,역동적이고,1
12999,역동적인,2
13000,역량,4
13001,역량강화,5
13002,역량과,2
13003,역량도,1
13004,역량을,12
13005,역량이,2
13006,역량입니다,1
13007,역량평가를,1
13008,역량향상,2
13009,역병마저,1
13010,역사,3
13011,역사는,1
13012,역사를,2
13013,역사적인,2
13014,역설했다,3
13015,역순으로,1
13016,역시,25
13017,역임했고,3
13018,역할,2
13019,역할과,1
13020,역할도,2
13021,역할만,1
13022,역할수행게임,1
13023,역할은,1
13024,역할을,19
13025,역할이,1
13026,역할이다,1
13027,연간,3
13028,연결,12
13029,연결까지,1
13030,연결돼,6
13031,연결됐는지,1
13032,연결되기,1
13033,연결되는,3
13034,연결되더라도,1
13035,연결된,5
13036,연결부,1
13037,연결부의,1
13038,연결성을,1
13039,연결에도,1
13040,연결을,3
13041,연결이,4
13042,연결재무제표,1
13043,연결지점을,1
13044,연결하고,3
13045,연결하기,1
13046,연결하기로,1
13047,연결하는,5
13048,연결하면,3
13049,연결하면서,1
13050,연결한,2
13051,연결합니다,1
13052,연결해,5
13053,연결해야,1
13054,연결해주자,1
13055,연결했고,1
13056,연결했다,1
13057,연결했을,1
13058,연계,4
13059,연계가,1
13060,연계돼,1
13061,연계되는,1
13062,연계로,1
13063,연계를,3
13064,연계하고,1
13065,연계하는,1
13066,연계한,4
13067,연계해,2
13068,연관되는,1
13069,연구,8
13070,연구가,1
13071,연구개발,8
13072,연구개발기관을,1
13073,연구개발부터,1
13074,연구개발에,1
13075,연구개발은,1
13076,연구개발을,1
13077,연구결과가,1
13078,연구결과를,1
13079,연구과제,1
13080,연구기관,1
13081,연구기관도,1
13082,연구기관을,1
13083,연구는,1
13084,연구다,1
13085,연구동,1
13086,연구를,11
13087,연구부서,1
13088,연구부원장,3
13089,연구부원장직을,1
13090,연구사와,1
13091,연구성과로는,2
13092,연구성과를,2
13093,연구센터,2
13094,연구센터가,1
13095,연구센터는,1
13096,연구센터에는,1
13097,연구소,3
13098,연구소는,1
13099,연구소와,2
13100,연구소의,1
13101,연구소장,1
13102,연구실,2
13103,연구실에서,2
13104,연구에,1
13105,연구와,1
13106,연구원,7
13107,연구원도,1
13108,연구원들은,1
13109,연구원은,9
13110,연구원이,2
13111,연구위원,3
13112,연구위원은,1
13113,연구의,2
13114,연구자,1
13115,연구자들도,1
13116,연구자들이,2
13117,연구자로서,1
13118,연구장비,2
13119,연구진과,4
13120,연구진들은,3
13121,연구진들의,2
13122,연구진들이,3
13123,연구진은,13
13124,연구진을,1
13125,연구진이,5
13126,연구책임자,1
13127,연구팀,1
13128,연구팀과,2
13129,연구팀에,1
13130,연구팀은,15
13131,연구팀을,1
13132,연구팀이,3
13133,연구하고,1
13134,연구하는,1
13135,연구하여,1
13136,연구학교,1
13137,연구학교인,1
13138,연구협력,1
13139,연구협력을,1
13140,연극,1
13141,연기,3
13142,연기가,2
13143,연기는,1
13144,연기됐고,1
13145,연기됐는데요,1
13146,연기됐다,4
13147,연기됐다고,1
13148,연기됐던,2
13149,연기됐습니다,17
13150,연기되는,1
13151,연기되면,1
13152,연기되면서,5
13153,연기된,3
13154,연기된다,1
13155,연기될,7
13156,연기를,1
13157,연기의,1
13158,연기하게,2
13159,연기하고,1
13160,연기하기,1
13161,연기하기까지,1
13162,연기하기로,5
13163,연기하면,1
13164,연기한,1
13165,연기한다고,1
13166,연기해서,1
13167,연기했다,2
13168,연기했다고,1
13169,연기했다며,1
13170,연기했습니다,1
13171,연기했지만,1
13172,연내,1
13173,연달아,2
13174,연도별로,1
13175,연도인,1
13176,연동,1
13177,연동되는,1
13178,연동이,1
13179,연동하고,1
13180,연동하는,1
13181,연동한,1
13182,연동해,1
13183,연동해서,1
13184,연락이,2
13185,연령,5
13186,연령관련,1
13187,연령대를,1
13188,연령만을,1
13189,연령은,1
13190,연령이,1
13191,연례,1
13192,연료,4
13193,연료가,1
13194,연료공급,1
13195,연료나,1
13196,연료를,5
13197,연료와,5
13198,연료의,3
13199,연료탱크를,1
13200,연료품질과,1
13201,연루,1
13202,연말,2
13203,연매출,1
13204,연방,1
13205,연방준비제도가,1
13206,연보라,1
13207,연봉을,3
13208,연사들과의,1
13209,연사들은,1
13210,연사중,1
13211,연산,3
13212,연산을,1
13213,연설과,1
13214,연세대,3
13215,연세의료원은,1
13216,연소,1
13217,연소가,4
13218,연소과정에서,1
13219,연소시켜,1
13220,연속성을,1
13221,연쇄,4
13222,연쇄적으로,2
13223,연수,1
13224,연수를,7
13225,연수생을,1
13226,연수에서,1
13227,연애,2
13228,연애할,1
13229,연이어,1
13230,연이은,3
13231,연인을,1
13232,연인의,1
13233,연일,3
13234,연재,1
13235,연재되고,2
13236,연재됩니다,1
13237,연재를,2
13238,연초,1
13239,연출가,1
13240,연출됐다,1
13241,연출한,1
13242,연평균,1
13243,연한,1
13244,연한까지,1
13245,연합,1
13246,연합회,2
13247,연회,1
13248,연휴,5
13249,연휴는,1
13250,연휴를,1
13251,열,4
13252,열거한,1
13253,열거할,1
13254,열게,1
13255,열고,34
13256,열광,1
13257,열광시킨,1
13258,열광적인,1
13259,열광하는,1
13260,열기,2
13261,열기에,1
13262,열띤,2
13263,열려,2
13264,열렸다,4
13265,열리게,1
13266,열리고,1
13267,열리는,2
13268,열리면,1
13269,열린,20
13270,열린경영위원,1
13271,열린다,4
13272,열릴,4
13273,열쇠다,1
13274,열악한,4
13275,열어,30
13276,열어볼,1
13277,열었다,5
13278,열었습니다,1
13279,열었지만,1
13280,열을,1
13281,열이,1
13282,열차무선설비,2
13283,열풍을,1
13284,열화상,1
13285,염두에,1
13286,염색,1
13287,염원을,2
13288,염증,1
13289,엿새째,2
13290,엿새째인,1
13291,였다,3
13292,였으며,1
13293,영결식은,3
13294,영광,1
13295,영광이다,1
13296,영광이며,1
13297,영구,1
13298,영구히,1
13299,영국,4
13300,영국의,2
13301,영남본부,1
13302,영동지역은,1
13303,영등포구,1
13304,영락없는,1
13305,영리,1
13306,영리기업은,1
13307,영리활동의,1
13308,영림원소프트랩,2
13309,영상,11
13310,영상들이,1
13311,영상에,1
13312,영상에는,1
13313,영상에서는,2
13314,영상엔,1
13315,영상으로,1
13316,영상으로도,1
13317,영상은,2
13318,영상을,8
13319,영상이,1
13320,영상이나,1
13321,영상편집,6
13322,영생원,1
13323,영생원에서,3
13324,영양과,1
13325,영어,1
13326,영어로,2
13327,영어와,1
13328,영업,2
13329,영업사원,1
13330,영업손실,1
13331,영업손익,1
13332,영업이익,5
13333,영업이익률,2
13334,영업이익률은,1
13335,영업이익률이,4
13336,영업이익은,2
13337,영업이익이,1
13338,영업적자를,1
13339,영업피해액인,1
13340,영역,1
13341,영역에서,2
13342,영역에서는,1
13343,영역을,5
13344,영역의,2
13345,영역이,1
13346,영역인,1
13347,영웅,2
13348,영웅과,4
13349,영웅들과,1
13350,영웅들을,1
13351,영웅들의,1
13352,영원히,1
13353,영위,1
13354,영위하는,2
13355,영유아의,1
13356,영입,3
13357,영입되면서,1
13358,영입을,1
13359,영입하며,1
13360,영입했다,1
13361,영입했다고,1
13362,영재의,1
13363,영하,2
13364,영향,2
13365,영향권에,2
13366,영향도,1
13367,영향력,5
13368,영향력을,3
